id;railway;name;customhouse;x_coord;y_coord
2878;СВЕРДЛОВСКАЯ;БАРАНЧИНСКАЯ;622042 СВЕРДЛОВСКАЯ ОБЛ., Г.НИЖНИЙ ТАГИЛ, УЛ.ПОБЕДЫ, Д.43А;57.927004;59.969292
2879;КАЗАХСТАНСКАЯ;ЩЕБЗАВОД;РЕСПУБЛИКА КАЗАХСТАН , 110007 КОСТАНАЙСКАЯ ОБЛАСТЬ, Г.КОСТАНАЙ,УЛ.ГОГОЛЯ.18;53.205787;63.64014
2880;КАЗАХСТАНСКАЯ;ЕРМЕНТАУ;РЕСПУБЛИКА КАЗАХСТАН Г. КОКШЕТАУ, УЛ. ПУШКИНА, 21;53.284415;69.405761
2881;КАЗАХСТАНСКАЯ;ЖАНААУЛ;РЕСПУБЛИКА КАЗАХСТАН , КАРАГАНДИНСКАЯ ОБЛАСТЬ, Г. ТЕМИРТАУ, ПР. РЕСПУБЛИКИ,;50.065279;72.962605
2882;КУЙБЫШЕВСКАЯ;ТОЛЬЯТТИ;445024 САМАРСКАЯ ОБЛ., Г. ТОЛЬЯТТИ, ЮЖНОЕ ШОССЕ, Д. 36;53.556278;49.264302
2883;КАЗАХСТАНСКАЯ;БУРКИТТЫ;РЕСПУБЛИКА КАЗАХСТАН, КАРАГАНДИНСКАЯ ОБЛ., Г.КАРАГАНДА, Б.ЖЫРАУСКИЙ Р-Н п.Д;49.80776;73.088504
2884;ГОРЬКОВСКАЯ;ЮДИНО;420030 РЕСПУБЛИКА ТАТАРСТАН, Г. КАЗАНЬ, СТ. ЛАГЕРНАЯ, УЛ. БОЕВАЯ;55.800433;49.021865
2885;ОКТЯБРЬСКАЯ;ТОРОПЕЦ;172610 ТВЕРСКАЯ ОБЛ., Г. ЗАПАДНАЯ ДВИНА, УЛ.ЛЕНИНА, Д.3А;56.263037;32.066712
2886;ЮЖНО-УРАЛЬСКАЯ;ДУБИНОВКА;460027 Г. ОРЕНБУРГ, УЛ.ДОНГУЗСКАЯ, Д. 62А;51.694948;55.098527
2887;БЕЛОРУССКАЯ;ОСИНОВКА;Витебская область, Оршанский район, г.п. Болбасово, ул. Заводская, 1К;54.443675;30.291721
2888;ЮГО-ВОСТОЧНАЯ;КРУПЕННИКОВО;396659 ВОРОНЕЖСКАЯ ОБЛ., Г.РОССОШЬ, ПЛ.ОКТЯБРЬСКАЯ, Д.158;50.209759;39.49851
2889;БЕЛОРУССКАЯ;КРУГОВЕЦ;Г. ГОМЕЛЬ, УЛ. БОРИСЕНКО, 5;52.413944;30.920821
2890;ГОРЬКОВСКАЯ;АМЗЯ;452680 РЕСПУБЛИКА БАШКОРТОСТАН, Г. НЕФТЕКАМСК, УЛ. МАГИСТРАЛЬНАЯ, Д. 2, СТР;56.103628;54.280512
2891;ЗАБАЙКАЛЬСКАЯ;БУШУЛЕЙ;672026 ЗАБАЙКАЛЬСКИЙ КРАЙ, Г.ЧИТА, УЛ.КАДАЛИНСКАЯ, Д. 1Е;52.013003;113.318601
2892;МОСКОВСКАЯ;МИЛЛИОННАЯ;390047 Г.РЯЗАНЬ, Р-Н ВОСТОЧНЫЙ ПРОМУЗЕЛ, Д.21;54.571381;39.82555
2893;ПРИВОЛЖСКАЯ;КРАСНЫЙ КУТ;413116 САРАТОВСКАЯ ОБЛ., Г.ЭНГЕЛЬС, ПРОСП. СТРОИТЕЛЕЙ;51.464962;46.137248
2894;СЕВЕРО-КАВКАЗСКАЯ;АЛБАШИ;353760 КРАСНОДАРСКИЙ КРАЙ, Г.ТИМАШЕВСК, УЛ.ГИБРИДНАЯ, Д.2;45.639052;38.949244
2895;КАЗАХСТАНСКАЯ;ОСКЕМЕН I;РЕСПУБЛИКА КАЗАХСТАН , 070003 ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г. УСТЬ-КАМЕН;49.948313;82.627857
2896;СЕВЕРО-КАВКАЗСКАЯ;ЧЕРТКОВО;347812 РОСТОВСКАЯ ОБЛ., Г.КАМЕНСК-ШАХТИНСКИЙ, УЛ.ГАРАЖНАЯ, Д.16/1;48.306991;40.268618
2897;ОКТЯБРЬСКАЯ;КОЧКОМА;186420 РЕСПУБЛИКА КАРЕЛИЯ, Г. СЕГЕЖА, УЛ.ЗАВОДСКАЯ, Д.1;63.737719;34.315877
2898;СВЕРДЛОВСКАЯ;ИЛИМ;623104 СВЕРДЛОВСКАЯ ОБЛ., Г.ПЕРВОУРАЛЬСК, УЛ.КАРБЫШЕВА, Д. 4;56.891553;59.969875
2899;ГОРЬКОВСКАЯ;ШАХУНЬЯ;606016 НИЖЕГОРОДСКАЯ ОБЛ., Г. ДЗЕРЖИНСК, НИЖЕГОРОДСКОЕ Ш., 85, КОРП. 1;56.292098;43.596238
2900;СЕВЕРО-КАВКАЗСКАЯ;КУГУТЫ;355035 СТАВРОПОЛЬСКИЙ КРАЙ, Г.СТАВРОПОЛЬ, УЛ.ЛЕНИНА, Д. 427;45.038642;41.916092
2901;КАЛИНИНГРАДСКАЯ;ПЕРЕСЛАВСКОЕ-ЗАПАДНОЕ;236009 Г. КАЛИНИНГРАД, УЛ. БОЛЬШАЯ ОКРУЖНАЯ, Д. 3А;54.755758;20.562805
2902;ДАЛЬНЕВОСТОЧНАЯ;МАВРИНСКИЙ;681000 ХАБАРОВСКИЙ КРАЙ, Г. КОМСОМОЛЬСК-НА-АМУРЕ, ПРОСПЕКТ ОКТЯБРЬСКИЙ, Д.;50.538423;137.015503
2903;СЕВЕРНАЯ;ТЕЙКОВО;153031 Г.ИВАНОВО, УЛ.25-Я ЛИНИЯ, Д.3;56.99392;40.914722
2904;БЕЛОРУССКАЯ;ГОМЕЛЬ;Г. ГОМЕЛЬ, УЛ. БОРИСЕНКО, 5;52.413944;30.920821
2905;ЮГО-ВОСТОЧНАЯ;ЧУГУН II;398040 Г.ЛИПЕЦК, ПЛ. МЕТАЛЛУРГОВ, Д. 2;52.571667;39.622477
2906;СЕВЕРНАЯ;КИНЕШМА II;155815 ИВАНОВСКАЯ ОБЛ., Г.КИНЕШМА, УЛ. ИМ. ЮРИЯ ГОРОХОВА, Д.16;57.450221;42.092467
2907;КАЗАХСТАНСКАЯ;АКЖАЙЫК;РЕСПУБЛИКА КАЗАХСТАН , 060002 АТЫРАУСКАЯ ОБЛАСТЬ, Г.АТЫРАУ, УЛ.САТЫБАЛДИЕВА;47.118733;51.896375
2908;ГОРЬКОВСКАЯ;ЛИНДА;603028, Г. НИЖНИЙ НОВГОРОД, УЛ. АКТЮБИНСКАЯ, Д. 17М;56.307506;43.894739
2909;КАЛИНИНГРАДСКАЯ;ШИПОВКА;238340 КАЛИНИНГРАДСКАЯ ОБЛ., Г. СВЕТЛЫЙ, УЛ. СОВЕТСКАЯ, Д. 31;54.669629;20.125029
2910;ГОРЬКОВСКАЯ;ПЕЩЕРА;610025 Г.КИРОВ, ПЕР. АВТОТРАНСПОРТНЫЙ, Д. 4;58.575768;49.665319
2911;МОСКОВСКАЯ;КОМАРИЧИ;242200 БРЯНСКАЯ ОБЛ., Г.СУЗЕМКА, УЛ.ВОКЗАЛЬНАЯ, 8;52.32075;34.076036
2912;ГОРЬКОВСКАЯ;Н.НОВГОРОД-СОРТИРОВОЧНЫЙ;603028, Г. НИЖНИЙ НОВГОРОД, УЛ. АКТЮБИНСКАЯ, Д. 17М;56.307506;43.894739
2913;МОСКОВСКАЯ;БУЖАНИНОВО;141336 МОСКОВСКАЯ ОБЛ., СЕРГИЕВО-ПОСАДСКИЙ Р-Н, СП РЕММАШ, ПОС.РЕММАШ, УЛ.И;56.450847;38.095494
2914;СЕВЕРО-КАВКАЗСКАЯ;ВАСЮРИНСКАЯ;350072 КРАСНОДАРСКИЙ КРАЙ, Г.КРАСНОДАР, УЛ.ТОПОЛИНАЯ, Д.4;45.077837;38.996082
2915;СВЕРДЛОВСКАЯ;АСБЕСТ;624266 СВЕРДЛОВСКАЯ ОБЛ., Г.АСБЕСТ, УЛ.УРАЛЬСКАЯ, Д. 60;57.010509;61.468867
2916;ПРИВОЛЖСКАЯ;ЯНДЫКИ;414042 Г. АСТРАХАНЬ, ТРУСОВСКИЙ Р-Н, УЛ. МОСИНА, Д. 1А;46.422169;47.975696
2917;ОКТЯБРЬСКАЯ;НОВГОРОД-НА-ВОЛХОВЕ;173008 НОВГОРОДСКАЯ ОБЛ., Г. ВЕЛИКИЙ НОВГОРОД, ПР-Д ЭНЕРГЕТИКОВ, Д. 8;58.57277;31.263824
2918;СВЕРДЛОВСКАЯ;АТИГ;623104 СВЕРДЛОВСКАЯ ОБЛ., Г.ПЕРВОУРАЛЬСК, УЛ.КАРБЫШЕВА, Д. 4;56.891553;59.969875
2919;ЗАПАДНО-СИБИРСКАЯ;СИБИРСКАЯ;630090 НОВОСИБИРСКАЯ ОБЛ., Г.НОВОСИБИРСК, ПРОСП. АКАДЕМИКА ЛАВРЕНТЬЕВА, Д.;54.851547;83.10471
2920;ЮЖНО-УРАЛЬСКАЯ;МУРСАЛИМКИНО;456910 ЧЕЛЯБИНСКАЯ ОБЛ., Г.САТКА, УЛ.ПРОЛЕТАРСКАЯ, Д. 40;55.038047;58.972494
2921;ДАЛЬНЕВОСТОЧНАЯ;ЧИЛЬЧИ;678960 РЕСПУБЛИКА САХА (ЯКУТИЯ), Г.НЕРЮНГРИ, УЛ.ЮЖНО-ЯКУТСКАЯ, Д. 10;56.667166;124.725921
2922;КРАСНОЯРСКАЯ;УЖУР;662153 КРАСНОЯРСКИЙ КРАЙ, Г.АЧИНСК, УЛ.ДЕКАБРИСТОВ, Д. 56;56.252692;90.473689
2923;ЗАПАДНО-СИБИРСКАЯ;КОРЧИНО;658920 АЛТАЙСКИЙ КРАЙ, С.КУЛУНДА, УЛ.ЦЕЛИННАЯ, Д. 50;52.563807;78.912488
2924;ЗАПАДНО-СИБИРСКАЯ;ЗАРИНСКАЯ;659107 АЛТАЙСКИЙ КРАЙ, Г.ЗАРИНСК, УЛ. ПРИТАЕЖНАЯ, Д. 2;53.674858;85.003084
2925;КУЙБЫШЕВСКАЯ;ТОКМОВО;430003 РЕСПУБЛИКА МОРДОВИЯ, Г.САРАНСК, ЛЕНИНСКИЙ РАЙОН, УЛ. РАБОЧАЯ, Д. 100;54.193243;45.194224
2926;СВЕРДЛОВСКАЯ;БУЛАНАШ;623850 СВЕРДЛОВСКАЯ ОБЛ., Г.ИРБИТ, ПЕР.САДОВЫЙ, Д. 5;57.687668;63.057978
2927;ДАЛЬНЕВОСТОЧНАЯ;ШКОТОВО;692900 ПРИМОРСКИЙ КРАЙ, Г.НАХОДКА, УЛ. ПОРТОВАЯ, Д. 48;42.808165;132.885471
2928;КЫРГЫЗСКАЯ;ИВАНОВКА;ЧУЙСКАЯ ОБЛАСТЬ,ИССЫКАТИНСКИЙ РАЙОН,Г.ТОКМАК,УЛ.ОКТЯБРЬСКАЯ 1;42.88286;74.866198
2929;ЮГО-ВОСТОЧНАЯ;ЧЕЛНОВАЯ;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
2930;СЕВЕРО-КАВКАЗСКАЯ;ГРАЧИ;347045 РОСТОВСКАЯ ОБЛ., Г.БЕЛАЯ КАЛИТВА, УЛ.ЗАВОДСКАЯ, Д.1;48.170464;40.788221
2931;ЮГО-ВОСТОЧНАЯ;РАНЕНБУРГ;398037 Г.ЛИПЕЦК, ТРУБНЫЙ ПР-Д, Д.3;52.625376;39.5478
2932;КАЗАХСТАНСКАЯ;АЙСАРЫ;РЕСПУБЛИКА КАЗАХСТАН Г. КОКШЕТАУ, УЛ. ПУШКИНА, 21;53.284415;69.405761
2933;КАЗАХСТАНСКАЯ;БУХТАРМА-ПЕР;РЕСПУБЛИКА КАЗАХСТАН , 070003 ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г. УСТЬ-КАМЕН;49.948313;82.627857
2934;МОСКОВСКАЯ;МЫТИЩИ;141201 МОСКОВСКАЯ ОБЛ., Г. ПУШКИНО, ТЕРРИТОРИЯ АВТОДОРОГА М8 ХОЛМОГОРЫ, КИЛ;56.011318;37.847164
2935;МОСКОВСКАЯ;КЛИМОВ;243040 БРЯНСКАЯ ОБЛ., ПГТ КЛИМОВО, УЛ. САДОВАЯ, Д. 1Б;52.379787;32.196204
2936;СЕВЕРО-КАВКАЗСКАЯ;ЦИМЛЯНСКАЯ;347360 РОСТОВСКАЯ ОБЛ., Г. ВОЛГОДОНСК, УЛ. ПОРТОВАЯ, Д. 1;47.528033;42.156768
2937;ЮГО-ВОСТОЧНАЯ;ВОЛОКОНОВКА;309600 БЕЛГОРОДСКАЯ ОБЛ., Г.НОВЫЙ ОСКОЛ, ПЕР.КООПЕРАТИВНЫЙ, 1/1;50.743668;37.876602
2938;КАЛИНИНГРАДСКАЯ;ЖЕЛЕЗНОДОРОЖНЫЙ-ЭКСПОРТ;236009 Г. КАЛИНИНГРАД, УЛ. БОЛЬШАЯ ОКРУЖНАЯ, Д. 3А;54.755758;20.562805
2939;МОСКОВСКАЯ;СПАС-ДЕМЕНСК;248016 Г.КАЛУГА, УЛ.ЛЕНИНА, 3;54.532114;36.276936
2940;ЗАБАЙКАЛЬСКАЯ;СОХОНДО;672026 ЗАБАЙКАЛЬСКИЙ КРАЙ, Г.ЧИТА, УЛ.КАДАЛИНСКАЯ, Д. 1Е;52.013003;113.318601
2941;СЕВЕРНАЯ;ЛАБЫТНАНГИ;629000 ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ (ТЮМЕНСКАЯ ОБЛ.), Г. САЛЕХАРД, УЛ. П;66.558981;66.574864
2942;КАЗАХСТАНСКАЯ;МЕДЕУ;РЕСПУБЛИКА КАЗАХСТАН 050016 Г.АЛМАТЫ, ПР.СУЮНБАЯ 2;43.274385;76.948322
2943;ГОРЬКОВСКАЯ;ШЕРСТКИ;603028, Г. НИЖНИЙ НОВГОРОД, УЛ. АКТЮБИНСКАЯ, Д. 17М;56.307506;43.894739
2944;СЕВЕРО-КАВКАЗСКАЯ;КРАСНОДАР 2-ЭКСПОРТ;350072 КРАСНОДАРСКИЙ КРАЙ, Г.КРАСНОДАР, УЛ.ТОПОЛИНАЯ, Д.4;45.077837;38.996082
2945;СЕВЕРО-КАВКАЗСКАЯ;ШАМХАЛ;367010 РЕСПУБЛИКА ДАГЕСТАН, Г.МАХАЧКАЛА, ПРОСП. ИМ. АМЕТ-ХАНА СУЛТАНА, Д. 3;42.950701;47.503694
2946;ЗАБАЙКАЛЬСКАЯ;УРУЛЮНГУЙ;672000 ЗАБАЙКАЛЬСКИЙ КРАЙ, Г. ЧИТА, ЦЕНТРАЛЬНЫЙ АДМИНИСТРАТИВНЫЙ РАЙОН, УЛ.;52.033635;113.501049
2947;ГОРЬКОВСКАЯ;ИЖЕВСК;426075 УДМУРТСКАЯ РЕСПУБЛИКА, Г.ИЖЕВСК, УЛ.КАМБАРСКАЯ, Д.49А;56.840473;53.305409
2948;СЕВЕРО-КАВКАЗСКАЯ;ХАБЛЬ;353563 КРАСНОДАРСКИЙ КРАЙ, Г.СЛАВЯНСК-НА-КУБАНИ, УЛ.ПОГРАНИЧНАЯ, Д.3;45.235546;38.157083
2949;СЕВЕРО-КАВКАЗСКАЯ;АРДОН;362042 РЕСПУБЛИКА СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ, Г.ВЛАДИКАВКАЗ, УЛ.ИРИСТОНСКАЯ, Д.;43.058306;44.665538
2950;КАЗАХСТАНСКАЯ;ПАХТААРАЛ;РЕСПУБЛИКА КАЗАХСТАНТУРКЕСТАНСКАЯ ОБЛАСТЬ, МАХТАРАЛЬСКИЙ РАЙОН, С. ЖАМБЫЛ;40.857337;68.542363
2951;СВЕРДЛОВСКАЯ;БЫНЬГОВСКИЙ;624130, СВЕРДЛОВСКАЯ ОБЛ., Г.НОВОУРАЛЬСК, УЛ.ДЗЕРЖИНСКОГО, Д. 11;57.256598;60.092442
2952;ГОРЬКОВСКАЯ;АЛАТЫРЬ;428016, ЧУВАШСКАЯ РЕСПУБЛИКА,  Г.ЧЕБОКСАРЫ, ПР-Д ЛАПСАРСКИЙ, Д.65;56.07273;47.228612
2953;СВЕРДЛОВСКАЯ;ВОНЪЕГАН;628260 ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА (ТЮМЕНСКАЯ ОБЛ.), Г. ЮГОРСК;61.314917;63.331964
2954;КАЗАХСТАНСКАЯ;ВЕСНА;РЕСПУБЛИКА КАЗАХСТАН , 080000 ЖАМБЫЛСКАЯ ОБЛАСТЬ, Г.ТАРАЗ, УЛ.НИЕТКАЛИЕВА 9;42.903719;71.362094
2955;ОКТЯБРЬСКАЯ;АНДРЕАПОЛЬ;172610 ТВЕРСКАЯ ОБЛ., Г. ЗАПАДНАЯ ДВИНА, УЛ.ЛЕНИНА, Д.3А;56.263037;32.066712
2956;СЕВЕРО-КАВКАЗСКАЯ;КИЗИТЕРИНКА;344029 РОСТОВСКАЯ ОБЛ., Г. РОСТОВ-НА-ДОНУ, УЛ. МЕНЖИНСКОГО, Д. 2/1/13, ЛИТ.;47.25777;39.761824
2957;СЕВЕРО-КАВКАЗСКАЯ;ПОГОРЕЛОВО;347812 РОСТОВСКАЯ ОБЛ., Г.КАМЕНСК-ШАХТИНСКИЙ, УЛ.ГАРАЖНАЯ, Д.16/1;48.306991;40.268618
2958;ЗАПАДНО-СИБИРСКАЯ;БАЙКАИМ;650021  КЕМЕРОВСКАЯ ОБЛ., Г.КЕМЕРОВО, ЗАВОДСКОЙ Р-Н, УЛ. ШАТУРСКАЯ, Д.2;55.360879;85.995489
2959;БЕЛОРУССКАЯ;ПРЕДЗАВОДСКАЯ;Могилевская обл., Кричевский район, Краснобудский сельсовет, 2;53.7161;31.815399
2960;ОКТЯБРЬСКАЯ;МОСТОВАЯ;172610 ТВЕРСКАЯ ОБЛ., Г. ЗАПАДНАЯ ДВИНА, УЛ.ЛЕНИНА, Д.3А;56.263037;32.066712
2961;ПРИВОЛЖСКАЯ;ТРАКТОРН-ТОВ;400122 ВОЛГОГРАДСКАЯ ОБЛ., Г.ВОЛГОГРАД, ДЗЕРЖИНСКИЙ Р-Н, РП ГУМРАК, УЛ. ИМ.;48.753836;44.481276
2962;ГОРЬКОВСКАЯ;ЯРАНСК;610025 Г.КИРОВ, ПЕР. АВТОТРАНСПОРТНЫЙ, Д. 4;58.575768;49.665319
2963;КАЗАХСТАНСКАЯ;ШЕМОНАИХА;РЕСПУБЛИКА КАЗАХСТАН , 070003 ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г. УСТЬ-КАМЕН;49.948313;82.627857
2964;СВЕРДЛОВСКАЯ;ФАРАФОНТЬЕВСКАЯ;629300  ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ (ТЮМЕНСКАЯ ОБЛ.), Г. НОВЫЙ УРЕНГОЙ,;66.084539;76.680956
2965;СЕВЕРО-КАВКАЗСКАЯ;ИЗБЕРБАШ;367010 РЕСПУБЛИКА ДАГЕСТАН, Г.МАХАЧКАЛА, ПРОСП. ИМ. АМЕТ-ХАНА СУЛТАНА, Д. 3;42.950701;47.503694
2966;ГОРЬКОВСКАЯ;ШЕМОРДАН;420030 РЕСПУБЛИКА ТАТАРСТАН, Г. КАЗАНЬ, СТ. ЛАГЕРНАЯ, УЛ. БОЕВАЯ;55.800433;49.021865
2967;КРАСНОЯРСКАЯ;КАРАБУЛА;663600 КРАСНОЯРСКИЙ КРАЙ, Г.КАНСК , УЛ. МОСКОВСКАЯ, Д.27, ПОМ.12;56.205305;95.715808
2968;СЕВЕРО-КАВКАЗСКАЯ;ВЫШЕСТЕБЛИЕВСКАЯ-ЭКСПОРТ;353555 КРАСНОДАРСКИЙ КРАЙ, ТЕМРЮКСКИЙ Р-Н, П. ВОЛНА, ТЕР. В 1500 М ЗАПАДНЕЕ;45.288455;37.058668
2969;ЮГО-ВОСТОЧНАЯ;ПОДГОРНОЕ;396659 ВОРОНЕЖСКАЯ ОБЛ., Г.РОССОШЬ, ПЛ.ОКТЯБРЬСКАЯ, Д.158;50.209759;39.49851
2970;МОСКОВСКАЯ;КЛЮЧЕВКА;301670 ТУЛЬСКАЯ ОБЛ., Г.НОВОМОСКОВСК, УЛ.СВЯЗИ, 10;54.0875;38.218959
2971;ЗАПАДНО-СИБИРСКАЯ;ОМСК-ПАС-ПЕРЕВАЛКА;644117 Г.ОМСК, УЛ. 3-Я МОЛОДЕЖНАЯ, Д. 6, КОРП. 2;54.952884;73.48078
2972;КАЗАХСТАНСКАЯ;РАЗЪЕЗД № 8;РЕСПУБЛИКА КАЗАХСТАН , АЛМАТИНСКАЯ ОБЛ., АЛАКОЛЬСКИЙ Р-Н, СТ.ДОСТЫК, УЛ.ПРИ;46.275847;80.26342
2973;ЗАБАЙКАЛЬСКАЯ;БЕРЕЗОВ-ВОСТ;676680 АМУРСКАЯ ОБЛ., МИХАЙЛОВСКИЙ Р-Н, П.ПОЯРКОВО, УЛ.ГАГАРИНА, 2, РЕЧН.П.;49.617444;128.684644
2974;КАЗАХСТАНСКАЯ;ЧАГЛИНКА;РЕСПУБЛИКА КАЗАХСТАН Г. КОКШЕТАУ, УЛ. ПУШКИНА, 21;53.284415;69.405761
2975;СВЕРДЛОВСКАЯ;ГУБАХА;618426 ПЕРМСКИЙ КРАЙ, Г.БЕРЕЗНИКИ, БПКРУ-3;59.407024;56.806719
2976;МОСКОВСКАЯ;МАНИХИНО I;143550 МОСКОВСКАЯ ОБЛ., ИСТРИНСКИЙ Р-Н, ПОС.ПЕРВОМАЙСКИЙ, СТР.35;55.909287;36.793709
2977;МОСКОВСКАЯ;СУДЖА;307831 КУРСКАЯ ОБЛ., СУДЖАНСКИЙ Р-Н, ЗАОЛЕШЕНСКИЙ СЕЛЬСОВЕТ;51.23318;35.287414
2978;МОСКОВСКАЯ;ПЯТОВСКАЯ;248016 Г.КАЛУГА, УЛ.ЛЕНИНА, 3;54.532114;36.276936
2979;ОКТЯБРЬСКАЯ;БАТАЛИНО;171120 ТВЕРСКАЯ ОБЛ., ВЫШНЕВОЛОЦКИЙ ГОРОДСКОЙ ОКРУГ, ТЕРРИТОРИЯ ТАМОЖЕННОГО;57.509031;34.480368
2980;БЕЛОРУССКАЯ;НЕГОРЕЛОЕ;Минская обл.Минский р-н, 17-й кмРАД Р-1 Минск-Дзержинск;53.79513;27.380524
2981;КАЗАХСТАНСКАЯ;КОКТОБЕ;РЕСПУБЛИКА КАЗАХСТАН , 140011 ПАВЛОДАРСКАЯ ОБЛАСТЬ, Г. ПАВЛОДАР, УЛ. ТОЛСТО;52.275897;76.967564
2982;ОКТЯБРЬСКАЯ;КАМЕННОГОРСК;188800 ЛЕНИНГРАДСКАЯ ОБЛ., ВЫБОРГСКИЙ Р-Н, Г. ВЫБОРГ, ПР-Д ТАМОЖЕННЫЙ, Д. 6;60.694579;28.788499
2983;СЕВЕРО-КАВКАЗСКАЯ;ХАНКАЛА;364026 ЧЕЧЕНСКАЯ РЕСПУБЛИКА, Г.ГРОЗНЫЙ,ЛЕНИНСКИЙ Р-Н,УЛ.АЭРОВОКЗАЛЬНАЯ,Д.15;43.33684;45.717097
2984;ЗАПАДНО-СИБИРСКАЯ;ЧЕРЛАК;644117 Г.ОМСК, УЛ. 3-Я МОЛОДЕЖНАЯ, Д. 6, КОРП. 2;54.952884;73.48078
2985;ЮЖНО-УРАЛЬСКАЯ;КРАСНОСЕЛКА;457100 Г.ТРОИЦК, УЛ.ГАГАРИНА, 1;54.08215;61.535962
2986;КАЛИНИНГРАДСКАЯ;ПИОНЕРСКИЙ КУРОРТ;236009 Г. КАЛИНИНГРАД, УЛ. БОЛЬШАЯ ОКРУЖНАЯ, Д. 3А;54.755758;20.562805
2987;СВЕРДЛОВСКАЯ;МАСЛЯНСКАЯ;625014 Г.ТЮМЕНЬ, УЛ. РЕСПУБЛИКИ, Д. 252, СТРОЕНИЕ 38;57.110457;65.631211
2988;ЗАБАЙКАЛЬСКАЯ;БАДА;673005 ЗАБАЙКАЛЬСКИЙ КРАЙ, Г.ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ, УЛ. СПОРТИВНАЯ, Д. 18;51.252605;108.820539
2989;МОСКОВСКАЯ;ДУМИНИЧИ;248016 Г.КАЛУГА, УЛ.ЛЕНИНА, 3;54.532114;36.276936
2990;ОКТЯБРЬСКАЯ;ПЫТАЛОВО;ПСКОВСКАЯ ОБЛ., Г.ПЫТАЛОВО;57.06393;27.923969
2991;КАЗАХСТАНСКАЯ;ЖАЙСАН;РЕСПУБЛИКА КАЗАХСТАН , АКТЮБИНСКАЯ ОБЛАСТЬ, Г. АКТОБЕ, 41-Й РАЗЪЕЗД;50.22214;57.261796
2992;ГОРЬКОВСКАЯ;ЯНАУЛ;452680 РЕСПУБЛИКА БАШКОРТОСТАН, Г. НЕФТЕКАМСК, УЛ. МАГИСТРАЛЬНАЯ, Д. 2, СТР;56.103628;54.280512
2993;ГОРЬКОВСКАЯ;СОСНОВКА;610020 Г. КИРОВ, УЛ.ЭНЕРГЕТИКОВ, Д. 40, Д. 42;58.617114;49.666747
2994;КАЗАХСТАНСКАЯ;ЖИЛАЕВО;РЕСПУБЛИКА КАЗАХСТАН , 090014 ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г.УРАЛЬСК, УЛ.;51.204025;51.370537
2995;ЗАПАДНО-СИБИРСКАЯ;ПЛОТНИКОВО;650021  КЕМЕРОВСКАЯ ОБЛ., Г.КЕМЕРОВО, ЗАВОДСКОЙ Р-Н, УЛ. ШАТУРСКАЯ, Д.2;55.360879;85.995489
2996;МОСКОВСКАЯ;АРСЕНЬЕВО;300041 Г.ТУЛА, УЛ.ПУТЕЙСКАЯ, Д.23;54.195919;37.577256
2997;МОСКОВСКАЯ;ТЫЧИНИНО;214530 СМОЛЕНСКАЯ ОБЛ., СМОЛЕНСКИЙ Р-Н, Д. НИКОЛЬСКОЕ, УЛ. ДОРОЖНАЯ, Д. 3;54.872041;32.069344
2998;КАЗАХСТАНСКАЯ;РЕМОВСКАЯ;658423 АЛТАЙСКИЙ КРАЙ, Г.ГОРНЯК, УЛ.ПУШКИНА, Д. 42;50.986827;81.485937
2999;СВЕРДЛОВСКАЯ;БОГДАНОВИЧ;624266 СВЕРДЛОВСКАЯ ОБЛ., Г.АСБЕСТ, УЛ.УРАЛЬСКАЯ, Д. 60;57.010509;61.468867
3000;МОСКОВСКАЯ;ТРОСНА;241902 Г. БРЯНСК, ФОКИНСКИЙ Р-Н, ПОС. БЕЛЫЕ БЕРЕГА;53.20727;34.662897
3001;ГОРЬКОВСКАЯ;ЗАСТРУГ;610020 Г. КИРОВ, УЛ.ЭНЕРГЕТИКОВ, Д. 40, Д. 42;58.617114;49.666747
3002;ГОРЬКОВСКАЯ;КУЕДА;426075 УДМУРТСКАЯ РЕСПУБЛИКА, Г.ИЖЕВСК, УЛ.КАМБАРСКАЯ, Д.49А;56.840473;53.305409
3003;КАЗАХСТАНСКАЯ;МАЙМАК;РЕСПУБЛИКА КАЗАХСТАН , 080000 ЖАМБЫЛСКАЯ ОБЛАСТЬ, Г.ТАРАЗ, УЛ.НИЕТКАЛИЕВА 9;42.903719;71.362094
3004;ОКТЯБРЬСКАЯ;ВЫСОЦК-ЭКСПОРТ;188900 ЛЕНИНГРАДСКАЯ ОБЛ., Г.ВЫБОРГ, МОРСКОЙ ПОРТ, УЛ.ЮЖНЫЙ ВАЛ, 1;60.711979;28.729425
