id;railway;name;customhouse;x_coord;y_coord
0;ДАЛЬНЕВОСТОЧНАЯ;МЫС-ЧУРКИН;690012 ПРИМОРСКИЙ КРАЙ, Г.ВЛАДИВОСТОК, УЛ.БЕРЕЗОВАЯ, Д. 25;43.101563;131.890569
1;ЮГО-ВОСТОЧНАЯ;ДОБРИНКА;398037 Г.ЛИПЕЦК, ТРУБНЫЙ ПР-Д, Д.3;52.625376;39.5478
2;МОСКОВСКАЯ;БРОННИЦЫ;142000 МОСКОВСКАЯ ОБЛ., Г.ДОМОДЕДОВО, УЛ.ЛОГИСТИЧЕСКАЯ, Д.1/6, КОРП.7Б;55.474056;37.736761
3;КАЗАХСТАНСКАЯ;АКТАУ-ПОРТ-ПАРОМ;РЕСПУБЛИКА КАЗАХСТАН , 130000 МАНГИСТАУСКАЯ ОБЛАСТЬ, ПОС. УМИРЗАК, ТЕРРИТОР;44.122553;53.72203
4;КАЗАХСТАНСКАЯ;КАЙРАНКУЛЬ;РЕСПУБЛИКА КАЗАХСТАН , 150400 СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Р-Н ИМ. Г. МУСР;52.762043;66.897899
5;ГОРЬКОВСКАЯ;ТИХОРЕЦКАЯ;420030 РЕСПУБЛИКА ТАТАРСТАН, Г. КАЗАНЬ, СТ. ЛАГЕРНАЯ, УЛ. БОЕВАЯ;55.800433;49.021865
6;ДАЛЬНЕВОСТОЧНАЯ;ХОЛМСК-ПЕРЕВАЛКА;САХАЛИHСКАЯ ОБЛ., ПГТ.ЮЖHО-КУРИЛЬСК, УЛ.ЗАВОДСКАЯ, 25;44.022206;145.856488
7;КАЗАХСТАНСКАЯ;МЕНЛИБАЙ;РЕСПУБЛИКА КАЗАХСТАН , Туркестанская область;44.29477;68.676347
8;КАЗАХСТАНСКАЯ;КАМЫШЛЫБАШ;РЕСПУБЛИКА КАЗАХСТАН КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ, Г.АРАЛ,    УЛ.К. ЕРИБЕТ 4А;46.803278;61.654881
9;СЕВЕРНАЯ;ЗЕБЛЯКИ;157510 КОСТРОМСКАЯ ОБЛ., Г.ШАРЬЯ, ПОС.ВЕТЛУЖСКИЙ, УЛ.ЦЕНТРАЛЬНАЯ, Д.4;58.396893;45.473959
10;ОКТЯБРЬСКАЯ;АВТОВО;198096 САНКТ-ПЕТЕРБУРГ, 3-Й Р-Н МОРСКОГО ПОРТА, ЛИТ. Р;59.875172;30.216883
11;ГОРЬКОВСКАЯ;СУСОЛОВКА;610025 Г.КИРОВ, ПЕР. АВТОТРАНСПОРТНЫЙ, Д. 4;58.575768;49.665319
12;СЕВЕРНАЯ;ПРИВОДИНО;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
13;ОКТЯБРЬСКАЯ;АФРИКАНДА;184250 МУРМАНСКАЯ ОБЛ., Г. КИРОВСК, ПРОМПЛОЩАДКА  АНОФ-3, КОРП. 28;67.547767;33.719118
14;СВЕРДЛОВСКАЯ;ВОЙНОВКА-ПЕРЕВАЛКА;625014 Г.ТЮМЕНЬ, УЛ. РЕСПУБЛИКИ, Д. 252, СТРОЕНИЕ 38;57.110457;65.631211
15;СЕВЕРНАЯ;ИЛЕЗА;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
16;ОКТЯБРЬСКАЯ;МЕДВЕДЕВО;171120 ТВЕРСКАЯ ОБЛ., ВЫШНЕВОЛОЦКИЙ ГОРОДСКОЙ ОКРУГ, ТЕРРИТОРИЯ ТАМОЖЕННОГО;57.509031;34.480368
17;КАЗАХСТАНСКАЯ;БЕСКОЛЬ;РЕСПУБЛИКА КАЗАХСТАН, АЛМАТИНСКАЯ ОБЛАСТЬ, Г.ТАЛДЫКОРГАН, ВОСТОЧНАЯ ПРОМЗОН;44.988259;78.431261
18;КАЗАХСТАНСКАЯ;БЕЛОГРАДОВКА;РЕСПУБЛИКА КАЗАХСТАН , 150400 СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Р-Н ИМ. Г. МУСР;52.762043;66.897899
19;ГОРЬКОВСКАЯ;ВЕКОВКА;602200 Г.МУРОМ, УЛ.ВЛАДИМИРСКАЯ, 2А;55.576426;42.02716
20;СВЕРДЛОВСКАЯ;СОЛИКАМСК;618426 ПЕРМСКИЙ КРАЙ, Г.БЕРЕЗНИКИ, БПКРУ-3;59.407024;56.806719
21;ДАЛЬНЕВОСТОЧНАЯ;НАХОДКА-ВОСТОЧНАЯ-ПЕРЕВ;692907 ПРИМОРСКИЙ КРАЙ, Г.НАХОДКА, ПОС.ВРАНГЕЛЬ-1, УЛ.ВНУТРИПОРТОВАЯ, 23/2;42.727312;133.082912
22;ЗАПАДНО-СИБИРСКАЯ;ТАБУНЫ;658920 АЛТАЙСКИЙ КРАЙ, С.КУЛУНДА, УЛ.ЦЕЛИННАЯ, Д. 50;52.563807;78.912488
23;ЗАБАЙКАЛЬСКАЯ;ЗАБАЙКАЛЬСК-Э (КИТАЙ);674650 ЗАБАЙКАЛЬСКИЙ КРАЙ, ПГТ ЗАБАЙКАЛЬСК, УЛ. ЖЕЛЕЗНОДОРОЖНАЯ, Д.1;49.639081;117.332058
24;ЮГО-ВОСТОЧНАЯ;КОЗАЧОК-ЭКСПОРТ;309370 БЕЛГОРОДСКАЯ ОБЛ., Г.ГРАЙВОРОН, УЛ.ЛЕНИНА, Д.71;50.482355;35.674885
25;ЗАПАДНО-СИБИРСКАЯ;КЕМЕРОВО;650021  КЕМЕРОВСКАЯ ОБЛ., Г.КЕМЕРОВО, ЗАВОДСКОЙ Р-Н, УЛ. ШАТУРСКАЯ, Д.2;55.360879;85.995489
26;СЕВЕРО-КАВКАЗСКАЯ;ДЕРБЕТОВКА;355035 СТАВРОПОЛЬСКИЙ КРАЙ, Г.СТАВРОПОЛЬ, УЛ.ЛЕНИНА, Д. 427;45.038642;41.916092
27;СЕВЕРНАЯ;КОСТЫЛЕВО;165650 АРХАНГЕЛЬСКАЯ ОБЛ., Г. КОРЯЖМА, ДОРОГА МАГИСТРАЛЬНОЕ Ш., Д. 36, СТР.;61.287931;47.11581
28;ДАЛЬНЕВОСТОЧНАЯ;ХОЛМСК-ЭКСПОРТ;САХАЛИHСКАЯ ОБЛ., ПГТ.ЮЖHО-КУРИЛЬСК, УЛ.ЗАВОДСКАЯ, 25;44.022206;145.856488
29;КАЗАХСТАНСКАЯ;САРЫКУМ;РЕСПУБЛИКА КАЗАХСТАН, КАРАГАНДИНСКАЯ ОБЛ., Г.КАРАГАНДА, Б.ЖЫРАУСКИЙ Р-Н п.Д;49.80776;73.088504
30;ОКТЯБРЬСКАЯ;КОМСОМОЛЬСК-МУРМАНСКИЙ;183010 МУРМАНСКАЯ ОБЛ., Г. МУРМАНСК, УЛ. ГОРЬКОГО, Д. 15;68.949452;33.05847
31;ГОРЬКОВСКАЯ;ПЕТРЯЕВКА;603016 Г.НИЖНИЙ НОВГОРОД, УЛ. МОНАСТЫРКА, Д.17;56.23407;43.8874
32;ЗАБАЙКАЛЬСКАЯ;ЛЕДЯНАЯ;675002 АМУРСКАЯ ОБЛ., Г.БЛАГОВЕЩЕНСК, УЛ.ЛАЗО, Д.1;50.248281;127.563636
33;КУЙБЫШЕВСКАЯ;КЕНЗИНО;440015  Г. ПЕНЗА, УЛ. АУСТРИНА, Д.160;53.248783;45.01466
34;КАЗАХСТАНСКАЯ;АЩИ-ГОЛЬ;РЕСПУБЛИКА КАЗАХСТАН , 151000 СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г.ТАЙЫНША. УЛ.К;53.84894;69.743474
35;ГОРЬКОВСКАЯ;САРАПУЛ-ПЕРЕВАЛКА;426075 УДМУРТСКАЯ РЕСПУБЛИКА, Г.ИЖЕВСК, УЛ.КАМБАРСКАЯ, Д.49А;56.840473;53.305409
36;КАЗАХСТАНСКАЯ;МОЙЫНТЫ;РЕСПУБЛИКА КАЗАХСТАН , КАРАГАНДИНСКАЯ ОБЛАСТЬ, Г.КАРАГАНДЫ, УЛ.Б.ХМЕЛЬНИЦКО;49.823466;73.113099
37;МОСКОВСКАЯ;БЕЛАЯ БЕРЕЗКА;242200 БРЯНСКАЯ ОБЛ., Г.СУЗЕМКА, УЛ.ВОКЗАЛЬНАЯ, 8;52.32075;34.076036
38;КУЙБЫШЕВСКАЯ;МОРСОВО;440015  Г. ПЕНЗА, УЛ. АУСТРИНА, Д.160;53.248783;45.01466
39;БЕЛОРУССКАЯ;ЛЕПЕЛЬ;Витебская область, Оршанский район, г.п. Болбасово, ул. Заводская, 1К;54.443675;30.291721
40;ЮГО-ВОСТОЧНАЯ;ОБОРОНА;392036 Г.ТАМБОВ, УЛ.БРИГАДНАЯ, Д.3 В;52.70715;41.439131
41;МОСКОВСКАЯ;КАЛУГА II;248016 Г.КАЛУГА, УЛ.ЛЕНИНА, 3;54.532114;36.276936
42;ОКТЯБРЬСКАЯ;ПИНОЗЕРО;184250 МУРМАНСКАЯ ОБЛ., Г. КИРОВСК, ПРОМПЛОЩАДКА  АНОФ-3, КОРП. 28;67.547767;33.719118
43;СЕВЕРО-КАВКАЗСКАЯ;МАХАЧКАЛА;367010 РЕСПУБЛИКА ДАГЕСТАН, Г.МАХАЧКАЛА, ПРОСП. ИМ. АМЕТ-ХАНА СУЛТАНА, Д. 3;42.950701;47.503694
44;ГОРЬКОВСКАЯ;МУРОМ1;602200 Г.МУРОМ, УЛ.ВЛАДИМИРСКАЯ, 2А;55.576426;42.02716
45;КАЗАХСТАНСКАЯ;ЖУРЫН;РЕСПУБЛИКА КАЗАХСТАН , АКТЮБИНСКАЯ ОБЛАСТЬ, Г. ЭМБА, УЛ. ГЕОЛОГОВ, Д.7;48.834162;58.152152
46;ЗАПАДНО-СИБИРСКАЯ;ЦАПЛИНО;656037 АЛТАЙСКИЙ КРАЙ, Г.БАРНАУЛ, ПРОСП. КАЛИНИНА, Д. 57;53.378268;83.751093
47;СЕВЕРО-КАВКАЗСКАЯ;САЛОВСКИЙ;347360 РОСТОВСКАЯ ОБЛ., Г. ВОЛГОДОНСК, УЛ. ПОРТОВАЯ, Д. 1;47.528033;42.156768
48;ЗАПАДНО-СИБИРСКАЯ;ШЕРЕГЕШ;654010 КЕМЕРОВСКАЯ ОБЛ., Г.НОВОКУЗНЕЦК, ПЛОЩАДЬ ПОБЕДЫ, 4, КАБ.58;53.757553;87.136053
49;СЕВЕРО-КАВКАЗСКАЯ;ПРОХЛАДНАЯ;357205 СТАВРОПОЛЬСКИЙ КР., МИНЕРАЛОВОДСКИЙ Р-Н, Г. МИНЕРАЛЬНЫЕ ВОДЫ, УЛ. СО;44.184505;43.130812
50;ОКТЯБРЬСКАЯ;МЕДВЕЖЬЯ ГОРА (ПЕРЕВ.);185035 РЕСПУБЛИКА КАРЕЛИЯ, Г. ПЕТРОЗАВОДСК, УЛ. ФРИДРИХА ЭНГЕЛЬСА, Д. 25, Б;61.790963;34.356221
51;КАЗАХСТАНСКАЯ;ДОН;РЕСПУБЛИКА КАЗАХСТАН , АКТЮБИНСКАЯ ОБЛАСТЬ, Г. ХРОМТАУ, ПР. АБАЯ, Д. 13, КВ;50.263146;58.437655
52;МОСКОВСКАЯ;ХОТЫНЕЦ;302005 Г.ОРЕЛ, КАРАЧЕВСКОЕ Ш., Д.77;52.946356;36.029441
53;МОСКОВСКАЯ;САНДАРОВО;142840 МОСКОВСКАЯ ОБЛ., СТУПИНСКИЙ Р-Н, ГОРОДСКОЕ ПОСЕЛЕНИЕ МИХНЕВО, ПОС. М;55.121103;37.958887
54;КРАСНОЯРСКАЯ;АБАЗА;655001 РЕСПУБЛИКА ХАКАСИЯ, Г.АБАКАН, ПРОСП. ДРУЖБЫ НАРОДОВ, Д. 3А;53.736659;91.434698
55;ВОСТОЧНО-СИБИРСКАЯ;ПАШЕННЫЙ;665717 ИРКУТСКАЯ ОБЛ., Г. БРАТСК,  ЦЕНТРАЛЬНЫЙ Ж.Р., УЛ.ПАРКОВАЯ, Д. 12, СТ;56.157147;101.606304
56;ГОРЬКОВСКАЯ;ПЕТУШКИ;600035 Г.ВЛАДИМИР, УЛ.КУЙБЫШЕВА, Д.28 Г;56.166982;40.414594
57;КАЗАХСТАНСКАЯ;ИЛЕЦК I (ЭКСП.);461504 ОРЕНБУРГСКАЯ ОБЛ., Г.СОЛЬ-ИЛЕЦК, УЛ.УКРАИНСКАЯ, Д. 2;51.175873;54.991987
58;ГОРЬКОВСКАЯ;ДЗЕРЖИНСК;606016 НИЖЕГОРОДСКАЯ ОБЛ., Г. ДЗЕРЖИНСК, НИЖЕГОРОДСКОЕ Ш., 85, КОРП. 1;56.292098;43.596238
59;МОСКОВСКАЯ;РЫБНОЕ;390047 Г.РЯЗАНЬ, Р-Н ВОСТОЧНЫЙ ПРОМУЗЕЛ, Д.21;54.571381;39.82555
60;КАЗАХСТАНСКАЯ;ТИШИНСКАЯ;РЕСПУБЛИКА КАЗАХСТАН , 070003 ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г. УСТЬ-КАМЕН;49.948313;82.627857
61;ЮЖНО-УРАЛЬСКАЯ;УРЖУМКА;456313 ЧЕЛЯБИНСКАЯ ОБЛ., Г.МИАСС, ТУРГОЯКСКОЕ Ш., Д. 5/2;55.100113;60.134411
62;ПРИВОЛЖСКАЯ;САЛТЫКОВКА;410086 М.О."Г.САРАТОВ",Г.САРАТОВ,ЛЕНИНСКИЙ Р-OН,ТАМОЖЕННЫЙ ПРОЕЗД,№6;51.601896;45.887086
63;МОСКОВСКАЯ;НИЖНЕМАЛЬЦЕВО;390011, Г.РЯЗАНЬ, Р-Н ЮЖНЫЙ ПРОМУЗЕЛ, Д. 29;54.566376;39.776484
64;ОКТЯБРЬСКАЯ;ВЫСОЦК-ПЕРЕВАЛКА;Г.ВЫБОРГ, ЛЕНИНГРАДСКОЕ Ш., Д.110;60.697521;28.793727
65;СЕВЕРО-КАВКАЗСКАЯ;ГОРНАЯ;346910 РОСТОВСКАЯ ОБЛ., Г.НОВОШАХТИНСК, УЛ.ПРИВОЛЬНАЯ, Д.31;47.783542;39.894631
66;КАЗАХСТАНСКАЯ;БОТАКАРА;РЕСПУБЛИКА КАЗАХСТАН , КАРАГАНДИНСКАЯ ОБЛАСТЬ, Г. ТЕМИРТАУ, ПР. РЕСПУБЛИКИ,;50.065279;72.962605
67;ДАЛЬНЕВОСТОЧНАЯ;КОМСОМЛ-НА-АМУРЕ;681000 ХАБАРОВСКИЙ КРАЙ, Г. КОМСОМОЛЬСК-НА-АМУРЕ, ПРОСПЕКТ ОКТЯБРЬСКИЙ, Д.;50.538423;137.015503
68;СЕВЕРНАЯ;ЛОПАРЕВО;156961 Г.КОСТРОМА, УЛ.ЗЕЛЕНАЯ, Д.7;57.774724;41.003502
69;МОСКОВСКАЯ;ВЕРБИЛКИ;141730 МОСКОВСКАЯ ОБЛ., Г.ЛОБНЯ, УЛ.ГАГАРИНА, Д. 9;56.021;37.458184
70;МОСКОВСКАЯ;МАКЛЕЦ;301670 ТУЛЬСКАЯ ОБЛ., Г.НОВОМОСКОВСК, УЛ.СВЯЗИ, 10;54.0875;38.218959
71;КАЗАХСТАНСКАЯ;СЕРЕБРЯНКА;РЕСПУБЛИКА КАЗАХСТАН , 070003 ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г. УСТЬ-КАМЕН;49.948313;82.627857
72;СЕВЕРО-КАВКАЗСКАЯ;ПЕСЧАНОКОПСКАЯ;347360 РОСТОВСКАЯ ОБЛ., Г. ВОЛГОДОНСК, УЛ. ПОРТОВАЯ, Д. 1;47.528033;42.156768
73;МОСКОВСКАЯ;МОЖАЙСК;143204 МОСКОВСКАЯ ОБЛ., МОЖАЙСКИЙ Р-Н, Д. ОТЯКОВО;55.483867;36.068455
74;ГОРЬКОВСКАЯ;АРДАТОВ;430003 РЕСПУБЛИКА МОРДОВИЯ, Г.САРАНСК, ЛЕНИНСКИЙ РАЙОН, УЛ. РАБОЧАЯ, Д. 100;54.193243;45.194224
75;ЗАПАДНО-СИБИРСКАЯ;ИТАТКА;634034  ТОМСКАЯ ОБЛ., Г.ТОМСК, УЛ. БЕЛИНСКОГО, Д. 57;56.461059;84.95718
76;ОКТЯБРЬСКАЯ;САНДОВО;170043 Г.ТВЕРЬ, ВОЛОКОЛАМСКОЕ Ш., Д.49;56.825306;35.880177
77;МОСКОВСКАЯ;ЩИГРЫ;305025 Г. КУРСК, УЛ. ЭКСПЕДИЦИОННАЯ, Д.3;51.637025;36.114637
78;МОСКОВСКАЯ;ЧЕРНЬ;300041 Г.ТУЛА, УЛ.ПУТЕЙСКАЯ, Д.23;54.195919;37.577256
79;ДАЛЬНЕВОСТОЧНАЯ;ХОР;680031 ХАБАРОВСКИЙ КРАЙ, Г. ХАБАРОВСК, МАТВЕЕВСКОЕ Ш.,  Д. 41, ЛИТ. А;48.52863;135.169429
80;СЕВЕРО-КАВКАЗСКАЯ;АРГУН;364026 ЧЕЧЕНСКАЯ РЕСПУБЛИКА, Г.ГРОЗНЫЙ,ЛЕНИНСКИЙ Р-Н,УЛ.АЭРОВОКЗАЛЬНАЯ,Д.15;43.33684;45.717097
81;СЕВЕРНАЯ;КИНЕШМА II (перев.);155815 ИВАНОВСКАЯ ОБЛ., Г.КИНЕШМА, УЛ. ИМ. ЮРИЯ ГОРОХОВА, Д.16;57.450221;42.092467
82;МОСКОВСКАЯ;СИЛИКАТНАЯ;142160 МОСКВА, ПОС. ВОРОНОВСКОЕ, ВБЛИЗИ Д. ЛЬВОВО;55.277913;37.116887
83;СЕВЕРНАЯ;БУЙ;156961 Г.КОСТРОМА, УЛ.ЗЕЛЕНАЯ, Д.7;57.774724;41.003502
84;ДАЛЬНЕВОСТОЧНАЯ;ХАСАН;692730 ПРИМОРСКИЙ КРАЙ, ХАСАНСКИЙ Р-Н, ПОС. ХАСАН, УЛ.ВОКЗАЛЬНАЯ ПЛОЩАДЬ, Д;42.431506;130.6428
85;СЕВЕРНАЯ;ТЕЛИЩЕВО;150030 Г.ЯРОСЛАВЛЬ, ПРОСП. ФРУНЗЕ, Д.24 А;57.596446;39.889115
86;ДАЛЬНЕВОСТОЧНАЯ;СУХАНОВКА (ЭКСП.);692725 ПРИМОРСКИЙ КРАЙ, ХАСАНСКИЙ Р-Н, ПОС.ЗАРУБИНО, УЛ.МОРСКАЯ, Д.3;42.641187;131.081493
87;МОСКОВСКАЯ;СЕРГИЕВ ПОСАД;141336 МОСКОВСКАЯ ОБЛ., СЕРГИЕВО-ПОСАДСКИЙ Р-Н, СП РЕММАШ, ПОС.РЕММАШ, УЛ.И;56.450847;38.095494
88;ГОРЬКОВСКАЯ;БЕЗБОЖНИК;610025 Г.КИРОВ, ПЕР. АВТОТРАНСПОРТНЫЙ, Д. 4;58.575768;49.665319
89;ДАЛЬНЕВОСТОЧНАЯ;МЫС АСТАФЬЕВА;692900 ПРИМОРСКИЙ КРАЙ, Г.НАХОДКА, УЛ. ПОРТОВАЯ, Д. 48;42.808165;132.885471
90;КАЗАХСТАНСКАЯ;ЖАНАТАС;РЕСПУБЛИКА КАЗАХСТАН , 080000 ЖАМБЫЛСКАЯ ОБЛАСТЬ, Г.ТАРАЗ, УЛ.НИЕТКАЛИЕВА 9;42.903719;71.362094
91;СЕВЕРО-КАВКАЗСКАЯ;ПРОТОКА-ЭКСПОРТ;350072 КРАСНОДАРСКИЙ КРАЙ, Г.КРАСНОДАР, УЛ.ТОПОЛИНАЯ, Д.4;45.077837;38.996082
92;СВЕРДЛОВСКАЯ;МИХАЙЛОВСКИЙ ЗАВОД;623104 СВЕРДЛОВСКАЯ ОБЛ., Г.ПЕРВОУРАЛЬСК, УЛ.КАРБЫШЕВА, Д. 4;56.891553;59.969875
93;ЗАПАДНО-СИБИРСКАЯ;ЕГОЗОВО;650021  КЕМЕРОВСКАЯ ОБЛ., Г.КЕМЕРОВО, ЗАВОДСКОЙ Р-Н, УЛ. ШАТУРСКАЯ, Д.2;55.360879;85.995489
94;СЕВЕРНАЯ;РЫБИНСК-ТОВАРНЫЙ (ПЕРЕВ.;152912 ЯРОСЛАВСКАЯ ОБЛ., Г.РЫБИHСК, УЛ.ТАНКИСТОВ, Д.23;58.064544;38.795336
95;ЮГО-ВОСТОЧНАЯ;ВАЛУЙКИ;309996 БЕЛГОРОДСКАЯ ОБЛ., Г.ВАЛУЙКИ, ПЕР. ПУШКИНА, Д.27;50.214019;38.113353
96;КАЗАХСТАНСКАЯ;КАРАКОНЫР;РЕСПУБЛИКА КАЗАХСТАН , Туркестанская область;44.29477;68.676347
97;ГП"КРЫМСКАЯ Ж.Д."(РФ);АРШИНЦЕВО (ЭКСП.);298312 РЕСПУБЛИКА КРЫМ, Г. КЕРЧЬ, УЛ. ФУРМАНОВА, 9. 298320 РЕСПУБЛИКА КРЫМ,;45.366136;36.482668
98;ЮЖНО-УРАЛЬСКАЯ;ВВЕДЕНСКОЕ;640014 Г. КУРГАН, УЛ. БУРОВА-ПЕТРОВА, Д. 132;55.484571;65.330814
99;СВЕРДЛОВСКАЯ;ПЕРВОУРАЛЬСК;623104 СВЕРДЛОВСКАЯ ОБЛ., Г.ПЕРВОУРАЛЬСК, УЛ.КАРБЫШЕВА, Д. 4;56.891553;59.969875
100;ЮГО-ВОСТОЧНАЯ;ИЛЕК-ПЕНЬКОВКА;309300 БЕЛГОРОД.ОБЛ., РАКИТЯНСКИЙ Р-Н, ПОС.ПРОЛЕТАРСКИЙ, ПЕР.ПОЧТОВЫЙ, 2А;50.792335;35.771606
101;КАЗАХСТАНСКАЯ;АККУДЫК;РЕСПУБЛИКА КАЗАХСТАН, КАРАГАНДИНСКАЯ ОБЛ., Г.КАРАГАНДА, Б.ЖЫРАУСКИЙ Р-Н п.Д;49.80776;73.088504
102;СЕВЕРО-КАВКАЗСКАЯ;КОНАРМЕЙСКАЯ;346882 РОСТОВСКАЯ ОБЛ., Г. БАТАЙСК, Ш. САМАРСКОЕ, Д. 21А;47.06696;39.747846
103;КРАСНОЯРСКАЯ;ТЕЯ;655001 РЕСПУБЛИКА ХАКАСИЯ, Г.АБАКАН, ПРОСП. ДРУЖБЫ НАРОДОВ, Д. 3А;53.736659;91.434698
104;ГОРЬКОВСКАЯ;САРАПУЛ;426075 УДМУРТСКАЯ РЕСПУБЛИКА, Г.ИЖЕВСК, УЛ.КАМБАРСКАЯ, Д.49А;56.840473;53.305409
105;СВЕРДЛОВСКАЯ;АГИРИШ;628260 ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА (ТЮМЕНСКАЯ ОБЛ.), Г. ЮГОРСК;61.314917;63.331964
106;КАЗАХСТАНСКАЯ;ДАРБАЗА;РЕСПУБЛИКА КАЗАХСТАН ТУРКЕСТАНСКАЯ ОБЛАСТЬ, САРЫАГАШСКИЙ РАЙОН, С. ГОРНОЕ,;41.493378;69.269262
107;БЕЛОРУССКАЯ;КОММУНАРЫ;Могилевская обл., Кричевский район, Краснобудский сельсовет, 2;53.7161;31.815399
108;СЕВЕРНАЯ;ЛУКОВЕЦКИЙ;163026 АРХАНГЕЛЬСКАЯ ОБЛ., Г. АРХАНГЕЛЬСК, УЛ. КОСМОНАВТА КОМАРОВА, Д.14;64.703108;40.523182
109;СВЕРДЛОВСКАЯ;ИВА;624760 СВЕРДЛОВСКАЯ ОБЛ., Г.ВЕРХНЯЯ САЛДА, УЛ.СЕВЕРНЫЙ ПОСЕЛОК, Д.14, КОРП.;58.062507;60.55396
110;БЕЛОРУССКАЯ;ТОЛОЧИН;ВИТЕБСКАЯ ОБЛ., Г. ОРША, УЛ. МИЧУРИНА, 36А;54.499491;30.349851
111;ГОРЬКОВСКАЯ;ШЕЛАНГЕР;424006 РЕСПУБЛИКА МАРИЙ ЭЛ, Г.ЙОШКАР-ОЛА, УЛ.СТРОИТЕЛЕЙ, Д. 109;56.609482;47.887014
112;МОСКОВСКАЯ;ЭНГЕЛЬГАРДТОВСКАЯ;214530 СМОЛЕНСКАЯ ОБЛ., СМОЛЕНСКИЙ Р-Н, Д. НИКОЛЬСКОЕ, УЛ. ДОРОЖНАЯ, Д. 3;54.872041;32.069344
113;ВОСТОЧНО-СИБИРСКАЯ;УК;665106 ИРКУТСКАЯ ОБЛ., Г.НИЖНЕУДИНСК, УЛ.КОМСОМОЛЬСКАЯ, Д. 9;54.906181;99.042359
114;ВОСТОЧНО-СИБИРСКАЯ;КУНЕРМА;666504 ИРКУТСКАЯ ОБЛ., КАЗАЧИНСКО-ЛЕНСКИЙ Р-Н, ПОС. МАГИСТРАЛЬНЫЙ, 2-Й МКР-;56.175853;107.450734
115;ОКТЯБРЬСКАЯ;МУРМАНСК-ЭКСПОРТ;183038 МУРМАНСКАЯ ОБЛ., Г. МУРМАНСК, ПОРТОВЫЙ ПР-Д, Д. 25;68.975463;33.063213
116;БЕЛОРУССКАЯ;КРИЧЕВ I;Могилевская обл., Кричевский район, Краснобудский сельсовет, 2;53.7161;31.815399
117;КАЗАХСТАНСКАЯ;КЫЗЫЛЖАР;РЕСПУБЛИКА КАЗАХСТАН, КАРАГАНДИНСКАЯ ОБЛ., Г.КАРАГАНДА, Б.ЖЫРАУСКИЙ Р-Н п.Д;49.80776;73.088504
118;МОСКОВСКАЯ;МОСКВА-ПАССАЖИРСКАЯ-КИЕВ;125635 МОСКВА, УЛ. ПУТЕЙСКАЯ, Д. 7;55.863853;37.527588
119;МОСКОВСКАЯ;БАЛАШИХА;125635 МОСКВА, УЛ. ПУТЕЙСКАЯ, Д. 7;55.863853;37.527588
120;ВОСТОЧНО-СИБИРСКАЯ;НИЖНЕУДИНСК;665106 ИРКУТСКАЯ ОБЛ., Г.НИЖНЕУДИНСК, УЛ.КОМСОМОЛЬСКАЯ, Д. 9;54.906181;99.042359
121;КАЗАХСТАНСКАЯ;ФЕСТИВАЛЬНАЯ;РЕСПУБЛИКА КАЗАХСТАН , 070003 ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ, Г. УСТЬ-КАМЕН;49.948313;82.627857
122;КРАСНОЯРСКАЯ;СУЛЕМКА;663600 КРАСНОЯРСКИЙ КРАЙ, Г.КАНСК , УЛ. МОСКОВСКАЯ, Д.27, ПОМ.12;56.205305;95.715808
123;МОСКОВСКАЯ;АЛЕКСАНДРОВ;601655 ВЛАДИМИРСКАЯ ОБЛ., Г.АЛЕКСАНДРОВ, ЮЖНЫЙ ПР-Д, Д.10;56.374527;38.70077
124;СЕВЕРО-КАВКАЗСКАЯ;ТОННЕЛЬНАЯ;353960 КРАСНОДАРСКИЙ КРАЙ, Г.НОВОРОССИЙСК, С. ЦЕМДОЛИНА, УЛ. 5-Я ПРОМЫШЛЕНН;44.765685;37.714501
125;ЗАБАЙКАЛЬСКАЯ;НОВАЯ;672026 ЗАБАЙКАЛЬСКИЙ КРАЙ, Г.ЧИТА, УЛ.КАДАЛИНСКАЯ, Д. 1Е;52.013003;113.318601
126;СЕВЕРО-КАВКАЗСКАЯ;ПЛЕШАКОВО (ЭКСП.);347812 РОСТОВСКАЯ ОБЛ., Г.КАМЕНСК-ШАХТИНСКИЙ, УЛ.ГАРАЖНАЯ, Д.16/1;48.306991;40.268618
127;МОСКОВСКАЯ;КОСМОС;142000 МОСКОВСКАЯ ОБЛ., Г.ДОМОДЕДОВО, УЛ.ЛОГИСТИЧЕСКАЯ, Д.1/6, КОРП.7Б;55.474056;37.736761
